決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,47,1,0,12033,小樽市,0,,26,1,7,3,1,0,0,0,0,0,123335,55270,55036,0,0,234,68065,0,0,68000,65,96831,65656,1000,0,64656,31175,28885,28885,0,2290,26504,44550.0,8100.0,0.0,26477.0,0.0,0,0,0,0,9973,71054,8127,0,0,0,0,8127,8100,8100,0,0,0,0,0,0,27,52954,0,0,0,0,3324,6649,-26504,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12041,旭川市,0,,26,1,7,3,1,0,0,0,0,0,85786,4214,4178,0,0,36,81572,0,0,81525,47,68535,46878,0,0,46878,21657,21657,21657,0,0,17251,21492.0,0.0,0.0,21240.0,0.0,0,0,0,252,0,38743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38743,0,0,0,0,0,0,-17251,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12068,釧路市,0,,26,1,7,3,1,0,0,0,0,0,6304,6304,6304,0,0,0,0,0,0,0,0,6133,6010,0,0,6010,123,123,123,0,0,171,4600.0,4600.0,0.0,0.0,0.0,0,0,0,0,0,4695,4695,0,0,0,0,4695,4600,3800,0,800,0,0,0,0,95,0,0,0,0,0,0,0,-95,76,0,570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12076,帯広市,0,,26,1,4,3,1,0,0,0,0,0,46175,45275,45073,0,0,202,900,0,0,900,0,35354,29323,0,0,29323,6031,6031,6031,0,0,10821,3678.0,1800.0,0.0,1878.0,0.0,0,0,0,0,0,14499,1815,0,0,0,0,1815,1800,0,1800,0,0,0,0,0,15,12684,0,0,0,0,0,0,-10821,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12114,網走市,0,,26,1,7,3,1,0,0,0,0,0,63252,13765,13591,0,0,174,49487,0,0,49255,232,39288,23333,6107,0,17226,15955,15723,15697,26,232,23964,36160.0,0.0,0.0,36160.0,0.0,0,0,0,0,0,60124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60124,0,0,0,0,0,0,-23964,0,0,0,0,950.0,0.0,0.0,0.0,0.0,0.0,26886.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12190,紋別市,0,,26,1,7,3,1,0,0,0,0,0,27435,23376,23180,0,0,196,4059,0,0,4059,0,27435,22362,6843,0,15519,5073,5073,5073,0,0,0,66087.0,49600.0,0.0,10104.0,0.0,0,0,0,0,6383,66087,56107,0,0,0,0,56107,49600,49600,0,0,0,0,0,6507,0,9980,0,0,0,0,0,0,0,0,0,0,0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12211,名寄市,0,,26,1,7,3,1,0,0,0,0,0,27865,8807,8594,0,0,213,19058,0,0,19058,0,27865,22842,8264,0,14578,5023,5023,5023,0,0,0,80914.0,43700.0,0.0,16008.0,0.0,0,21206,0,0,0,80914,65844,0,0,63618,42400,2226,1300,43700,0,0,21206,0,0,938,0,15070,0,0,0,0,0,0,0,0,0,0,0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,3977.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12297,富良野市,0,,26,1,6,3,1,0,0,0,0,0,57593,39333,39240,0,93,0,18260,0,0,17435,825,51399,43778,7792,0,35986,7621,7621,7621,0,0,6194,46529.0,10500.0,0.0,35912.0,0.0,0,0,0,117,0,56084,16149,0,0,0,0,16149,10500,0,10500,0,0,0,117,0,5532,39935,0,0,0,0,0,0,-9555,-3361,0,5345,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12301,登別市,0,,26,1,7,3,1,0,0,0,0,0,16504,11922,11910,0,0,12,4582,0,0,4582,0,10646,8689,0,0,8689,1957,1957,1957,0,0,5858,16359.0,13500.0,0.0,2094.0,0.0,0,0,0,0,765,22217,18774,0,0,0,0,18774,13500,0,13500,0,0,0,0,0,5274,3443,0,0,0,0,0,0,-5858,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,12335,伊達市,0,,26,1,7,3,1,0,0,0,0,0,44863,38485,38263,0,222,0,6378,0,0,5619,759,43984,31965,10550,0,21415,12019,12019,12019,0,0,879,101989.0,55000.0,0.0,38035.0,0.0,0,8954,0,0,0,102868,70968,0,0,64113,55000,6855,0,55000,0,0,8954,0,0,3451,3563,31900,0,0,0,0,0,0,-879,0,0,0,0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,7447.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,13463,八雲町,0,,26,1,2,4,1,0,0,0,0,0,117380,100341,100097,0,0,244,17039,0,0,16116,923,105201,75892,18362,0,57530,29309,25180,25180,0,4129,12179,351397.0,167900.0,0.0,97702.0,0.0,0,81288,0,0,4507,363737,272640,0,0,252179,166300,20461,1600,167900,0,0,81288,0,0,12400,11052,91097,0,0,0,0,0,0,-12340,-161,0,161,0,3.0,1810.0,0.0,0.0,1.0,0.0,325.0,21078.0,0.0,0.0,0.0,,,,,,,,,
2013,47,1,0,13625,上ノ国町,0,,26,1,6,4,1,0,0,0,0,0,23491,22063,19086,0,567,2410,1428,0,0,1428,0,19626,18765,0,567,18198,861,861,861,0,0,3865,80689.0,54520.0,0.0,2671.0,0.0,0,21984,0,1514,0,84701,80740,0,0,61961,39900,18779,14620,54520,0,0,21984,0,1514,691,2031,3961,0,0,0,0,0,0,-4012,-147,0,147,0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,2630.0,0.0,0.0,0.0,,,,,,,,,
