決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,4,0,10006,北海道,1,鷹泊発電所,7,1,0,1,1,2,0,0,0,0,3280221,0,3390401,6670622,1,1,34,0,34.0,1,2,5700,759.0,25953,32412,1,0.0,0,0,31612,0,0,0.0,0,0.0,0,279,31891,2551393,0,0,0,0,0,0,2551393,2551393,0,2551393.0,0.0,976.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4240401.0,4260331.0,0.0,0.0,0.0,0.0,15913.0,536554.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,2,二股発電所,7,1,0,1,1,2,0,0,0,0,3351224,0,3390401,6741625,1,1,3,0,3.0,1,2,14700,2258.0,47192,64150,1,0.0,0,0,36598,0,0,0.0,0,0.0,0,451,37049,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69370.0,322939.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,3,川端発電所,7,1,0,1,1,2,0,0,0,0,3371214,0,3390401,6761615,1,1,3,0,3.0,1,2,4200,600.0,21062,25862,1,0.0,0,0,17968,0,0,0.0,0,0.0,0,275,18243,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,460548.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,4,岩尾内発電所,7,1,0,1,1,2,0,0,0,0,3451225,0,3451225,6902450,1,1,2,0,2.0,1,2,13000,1600.0,39437,54037,1,0.0,0,0,29566,0,0,0.0,0,0.0,0,269,29835,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96300.0,376714.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,5,ポンテシオ発電所,7,1,0,1,1,2,0,0,0,0,3580601,0,3580601,7161202,1,1,1,0,1.0,2,2,11000,540.0,41483,53023,1,0.0,0,0,43853,0,0,0.0,0,0.0,0,143,43996,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,110398.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,6,滝下発電所,7,1,0,1,1,2,0,0,0,0,4040425,0,4040425,8080850,1,1,3,0,3.0,3,2,16600,570.0,76478,93648,1,0.0,0,0,83362,0,0,0.0,0,0.0,0,119,83481,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591307.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,7,清水沢発電所,7,1,0,1,1,2,0,0,0,0,4060401,0,4060401,8120802,1,1,1,0,1.0,1,2,3400,400.0,17287,21087,1,0.0,0,0,18499,0,0,0.0,0,0.0,0,475,18974,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.0,472498.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,8,滝の上発電所,7,1,0,1,1,2,0,0,0,0,4060401,0,4060401,8120802,1,1,0,1,1.0,3,2,2340,0.0,2432,4772,1,0.0,0,0,0,0,0,0.0,0,0.0,0,12,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,10006,北海道,9,シューパロ発電所,7,1,0,1,3,2,0,0,0,0,4270401,0,4270401,8540802,1,1,0,8,8.0,1,1,26600,1300.0,0,27900,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2013,46,4,0,30007,岩手県,1,胆沢第二発電所,7,1,0,1,1,1,0,0,0,0,3321024,0,3310401,6631425,1,1,117,0,117.0,3,2,6800,0.0,36106,42906,1,0.0,0,0,25616,0,0,0.0,0,0.0,0,760,26376,241288,0,0,0,0,0,0,241288,204913,36375,204913.0,51271.0,942.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4240401.0,4260331.0,0.0,0.0,0.0,0.0,0.0,215032.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
