決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,17,1,11002,札幌市,0,,10,1,1,2,1,1,1,3,7,1,3320401,3360401,3570401,20,2,2.0,1928932.0,1861246.0,2082100.0,1913162.0,1913162.0,1911423.0,112112.0,25017.0,26200.0,24454.0,24454.0,22073489.0,1173515194.0,356207467.0,674006926.0,16943534.0,0.0,126357267.0,684287062.0,73897311.0,409974417.0,0.0,5356404.0,632443968.0,8080.0,2009.0,2054.0,4017.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,1396800.0,1173800.0,3101.0,941190.0,4490.0,818130.0,395783220.0,297180870.0,98602350.0,208547163.0,9790.0,97.0,1910776.0,17.0,1252368.0,13551.0,395.0,85.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12025,函館市,0,,10,1,4,3,1,3,4,3,7,1,3230608,3240401,4060401,20,1,1.0,272530.0,240101.0,251600.0,242371.0,242278.0,228226.0,67795.0,4246.0,5410.0,4646.0,4632.0,12095267.0,169803743.0,46197267.0,105536200.0,5842298.0,0.0,12227978.0,120316428.0,11254877.0,26338192.0,6111280.0,5782966.0,86989833.0,1296.0,773.0,298.0,225.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,75367.0,81200.0,142.0,84360.0,137.0,63966.0,41152404.0,36840347.0,4312057.0,27862199.0,326.0,97.0,118850.0,6.0,35856.0,1596.0,48.0,8.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12033,小樽市,0,,10,1,4,3,1,3,1,2,7,1,3310401,3320325,3320401,10,1,1.0,126420.0,113799.0,115800.0,124630.0,124630.0,120011.0,24365.0,2383.0,3848.0,2746.0,2746.0,10712517.0,102725578.0,43920756.0,51419770.0,1231652.0,0.0,6153400.0,46060371.0,6780205.0,49885002.0,0.0,0.0,79450028.0,627.0,580.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,88660.0,88660.0,0.0,88660.0,0.0,63864.0,23310284.0,23310284.0,0.0,12676612.0,0.0,0.0,0.0,13.0,123264.0,0.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12041,旭川市,0,,10,1,3,3,1,2,1,3,7,1,3331021,3391101,3400401,11,1,1.0,347799.0,319717.0,311500.0,336080.0,336080.0,324471.0,74760.0,7895.0,8637.0,8012.0,8012.0,12205499.0,237033668.0,80882118.0,122738122.0,13297605.0,0.0,20115823.0,180103934.0,875141.0,56054593.0,0.0,0.0,150062658.0,1905.0,1547.0,331.0,27.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,250000.0,207000.0,339.0,154511.0,65.0,134070.0,55683662.0,45602712.0,10080950.0,32625454.0,1288.0,96.0,250211.0,1.0,18144.0,0.0,46.0,9.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12050,室蘭市,0,,10,1,5,3,1,4,1,3,7,1,3310401,3350401,3620701,10,1,1.0,90432.0,77222.0,94000.0,89682.0,89682.0,84798.0,8066.0,2865.0,2666.0,2541.0,2541.0,10826010.0,66242420.0,24027070.0,33254200.0,4192358.0,0.0,4768792.0,40207403.0,10657259.0,14548688.0,0.0,829070.0,46047461.0,560.0,444.0,73.0,43.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48000.0,48000.0,41.0,42400.0,0.0,30200.0,14331250.0,11012310.0,3318940.0,7872000.0,330.0,96.0,69673.0,12.0,202320.0,1543.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12068,釧路市,0,,10,1,4,3,1,3,1,3,7,1,3300107,3350401,3590401,20,1,1.0,178888.0,160602.0,148940.0,170034.0,170034.0,162514.0,136275.0,4122.0,5106.0,4163.0,4163.0,11385772.0,149640253.0,53935539.0,82653007.0,5331318.0,0.0,7720389.0,104849332.0,12122063.0,30602280.0,0.0,2066578.0,94272250.0,1397.0,713.0,514.0,170.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,128025.0,99725.0,188.0,76420.0,188.0,64670.0,28811250.0,23606210.0,5205040.0,15595461.0,670.0,96.0,214829.0,9.0,205200.0,1179.0,31.0,14.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12076,帯広市,0,,10,1,4,3,1,3,4,3,7,1,3340401,3350401,3620401,22,1,1.0,168634.0,161832.0,151500.0,161276.0,161276.0,158324.0,61894.0,4092.0,4689.0,4188.0,4188.0,11353120.0,109396062.0,35189351.0,61704380.0,3659924.0,0.0,8842407.0,82858453.0,850781.0,18935897.0,6750931.0,0.0,66459863.0,1172.0,743.0,298.0,131.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,79800.0,79800.0,64.0,116824.0,42.0,69426.0,26209981.0,23190554.0,3019427.0,16494210.0,124.0,97.0,40803.0,0.0,0.0,0.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12084,北見市,0,,10,1,4,3,1,3,1,3,7,1,3370401,3381010,4180305,21,1,1.0,122613.0,102142.0,109522.0,108958.0,108958.0,107163.0,142756.0,3350.0,4596.0,3188.0,3188.0,11748173.0,106485380.0,41265862.0,57468865.0,2817730.0,0.0,4932923.0,79039589.0,202583.0,27242119.0,0.0,1089.0,80458504.0,1178.0,610.0,457.0,111.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,72900.0,72900.0,58.0,59048.0,86.0,47795.0,19354922.0,17451862.0,1903060.0,10525607.0,366.0,97.0,98298.0,1.0,4734.0,5.0,22.0,8.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12106,岩見沢市,0,,10,1,5,3,1,4,1,3,7,1,3240401,3481101,3580401,11,2,2.0,86655.0,55775.0,79000.0,74534.0,74534.0,73073.0,48110.0,1467.0,3275.0,2361.0,2361.0,10803063.0,58010148.0,23407588.0,29946540.0,1999090.0,0.0,2656930.0,37719969.0,1907582.0,18382597.0,0.0,0.0,42312873.0,490.0,401.0,45.0,44.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,39300.0,31400.0,7.0,30166.0,7.0,26219.0,11639826.0,10776074.0,863752.0,6633035.0,257.0,97.0,50570.0,3.0,12951.0,36.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
2013,46,17,1,12131,苫小牧市,0,,10,1,4,3,1,3,1,3,7,1,3270430,3340901,4191001,10,1,2.0,173884.0,140789.0,155340.0,171977.0,171977.0,171444.0,56150.0,3572.0,6028.0,4405.0,4405.0,11862316.0,126185705.0,43733962.0,65064860.0,8388295.0,0.0,8998588.0,95826290.0,4344834.0,26014581.0,0.0,0.0,81235588.0,1469.0,742.0,545.0,182.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,74010.0,74010.0,207.0,108401.0,161.0,57019.0,25401624.0,21282879.0,4118745.0,15705087.0,360.0,96.0,115687.0,6.0,166119.0,133.0,17.0,4.0,,,,,,,,,,,,,,,,,,,,
