決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,1,0,11002,札幌市,1,施設001,22,1,1,2,1,0,1,1,2,2,311837844,255980841,12833334,458270496,230689784,15566795,26717422,29139581,0,0,0,15555562,8989715,4918106,1640055.0,0.0,0.0,327393406.0,14632356.0,0.0,0.0,0.0,14632356.0,0.0,5717402.0,0.0,4756828.0,960574.0,20349758.0,179666165.0,72280158.0,803439.0,0.0,19004036.0,52472683.0,107386007.0,107386007.0,0.0,127377483.0,111271334.0,24049713.0,0.0,0.0,0.0,87221621.0,16106149.0,0.0,0.0,0.0,9000000.0,7106149.0,0.0,7106149.0,0.0,307043648.0,327393406.0,0.0,0.0,0.0,7158786.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12025,函館市,1,末端給水事業,22,1,2,3,1,0,3,2,1,3,30179073,30174867,1147550,55462026,26469182,34473,0,4206,0,0,0,3097210,2350836,733790,0.0,0.0,0.0,33276283.0,0.0,0.0,0.0,0.0,0.0,0.0,850148.0,0.0,825077.0,25071.0,850148.0,24739742.0,6632995.0,1229156.0,2819.0,687128.0,4713892.0,18106747.0,18106747.0,0.0,7686393.0,6743762.0,914072.0,0.0,25072.0,2455.0,5802163.0,942631.0,0.0,0.0,0.0,0.0,942631.0,0.0,299318.0,0.0,32426135.0,33276283.0,0.0,0.0,0.0,304880.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12033,小樽市,1,水道事業,22,1,1,3,1,0,4,2,2,2,31042349,31038814,297035,51443832,21077736,337667,1135,2400,0,0,0,1197440,804915,314805,37720.0,0.0,159686.0,32399475.0,0.0,0.0,0.0,0.0,0.0,0.0,161335.0,0.0,148278.0,13057.0,161335.0,20985424.0,5175644.0,679170.0,7948.0,2598932.0,1889594.0,15809780.0,15809780.0,0.0,11252716.0,10830177.0,4824547.0,0.0,2395548.0,0.0,3610082.0,422539.0,0.0,0.0,0.0,0.0,422539.0,0.0,422539.0,0.0,32238140.0,32399475.0,0.0,0.0,0.0,438883.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12041,旭川市,1,末端給水事業,22,1,1,3,1,0,2,2,2,3,60081236,52875601,566912,90808191,38673519,174017,7192335,13300,0,0,0,2112734,656734,673991,12009.0,0.0,0.0,62193970.0,0.0,0.0,0.0,0.0,0.0,0.0,171487.0,0.0,162418.0,9069.0,171487.0,44468410.0,8440417.0,60724.0,0.0,8168238.0,211455.0,36027993.0,36027993.0,0.0,17554073.0,19089000.0,4119222.0,0.0,13061821.0,0.0,1907957.0,-1534927.0,0.0,0.0,0.0,0.0,0.0,1534927.0,421587.0,0.0,62022483.0,62193970.0,0.0,0.0,0.0,481302.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12050,室蘭市,1,末端給水事業,22,1,1,3,1,0,5,2,1,2,15727603,15191301,451529,26424020,11684911,0,11302,525000,0,0,0,1286756,156064,214485,16207.0,0.0,0.0,17014359.0,249927.0,0.0,0.0,0.0,249927.0,0.0,74253.0,0.0,39718.0,34535.0,324180.0,12769181.0,4462341.0,541015.0,0.0,0.0,3921326.0,8306840.0,8306840.0,0.0,3920998.0,2453761.0,253851.0,0.0,1326699.0,0.0,873211.0,1467237.0,30.0,0.0,0.0,0.0,1467207.0,0.0,144345.0,0.0,16690179.0,17014359.0,0.0,0.0,0.0,146052.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12068,釧路市,1,末端給水事業,22,1,2,3,1,0,3,2,1,2,37696032,37688966,310519,63590327,28233667,2021787,2689,4377,0,0,0,3274409,2178060,989663,96079.0,0.0,0.0,40970441.0,35568.0,0.0,0.0,0.0,35568.0,0.0,554134.0,0.0,500337.0,53797.0,589702.0,26907396.0,8217999.0,1273565.0,242693.0,890736.0,5811005.0,18689397.0,18689397.0,0.0,13473343.0,11218113.0,2021721.0,0.0,2585112.0,0.0,6611280.0,2255230.0,695511.0,0.0,650000.0,0.0,909719.0,0.0,215540.0,0.0,40380739.0,40970441.0,0.0,0.0,0.0,215540.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12076,帯広市,1,帯広市水道事業,22,1,1,3,1,0,3,2,3,2,30180312,30138095,318319,46314638,16877805,382943,38672,3545,0,0,0,1963869,1549521,392043,12305.0,0.0,0.0,32144181.0,53549.0,0.0,0.0,0.0,53549.0,0.0,186794.0,0.0,170569.0,16225.0,240343.0,22030218.0,6428592.0,3069.0,0.0,2305455.0,4120068.0,15601626.0,15601626.0,0.0,9873620.0,9176702.0,3306353.0,0.0,260639.0,0.0,5609710.0,696918.0,109530.0,0.0,0.0,0.0,587388.0,0.0,587388.0,0.0,31903838.0,32144181.0,0.0,0.0,0.0,587388.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12084,北見市,1,末端給水事業,22,1,2,3,1,0,4,2,2,2,32798086,31622261,236495,43567608,12812779,630937,1175825,0,0,0,0,2970477,1299848,262868,6761.0,0.0,0.0,35768563.0,243564.0,0.0,0.0,0.0,243564.0,0.0,271455.0,0.0,268555.0,2900.0,515019.0,23107305.0,4617246.0,4438649.0,0.0,160900.0,17697.0,18490059.0,18490059.0,0.0,12146239.0,11499985.0,4261861.0,0.0,1993295.0,0.0,5244829.0,646254.0,339550.0,0.0,0.0,0.0,306704.0,0.0,120493.0,0.0,35253544.0,35768563.0,0.0,0.0,0.0,122146.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12092,夕張市,1,水道施設,22,1,1,3,1,0,9,2,2,1,4806189,4805906,12548,8407600,3618269,4027,283,0,0,0,0,120640,20927,99713,0.0,0.0,25814.0,4952643.0,13030.0,2030.0,0.0,11000.0,0.0,0.0,74799.0,0.0,40041.0,34758.0,87829.0,1827311.0,886736.0,66643.0,0.0,151782.0,668311.0,940575.0,940575.0,0.0,3037503.0,2991352.0,1250833.0,219.0,597859.0,0.0,1142441.0,46151.0,2000.0,0.0,0.0,0.0,44151.0,0.0,5014.0,0.0,4864814.0,4952643.0,0.0,0.0,0.0,13106.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12106,岩見沢市,1,001,22,1,1,3,1,0,5,2,5,3,16595034,16595034,27057,22158759,6664976,1074194,0,0,0,0,0,1631461,1036448,585063,9950.0,0.0,0.0,18226495.0,0.0,0.0,0.0,0.0,0.0,0.0,122442.0,0.0,108824.0,13618.0,122442.0,11053009.0,3645240.0,1231899.0,0.0,299962.0,2113379.0,7407769.0,7407769.0,0.0,7051044.0,6222023.0,610555.0,0.0,2922166.0,0.0,2689302.0,829021.0,297317.0,0.0,153378.0,0.0,378326.0,0.0,339867.0,0.0,18104053.0,18226495.0,0.0,0.0,0.0,359548.0,,,,,,,,,,,,,,,,,,,,
